@relation CardPriceDataset

@attribute ccs_average_price numeric
@attribute shift numeric
@attribute shift_3 numeric
@attribute shift_7 numeric
@attribute shift_21 numeric
@attribute shift_30 numeric
@attribute shift_90 numeric
@attribute shift_180 numeric
@attribute shift_365 numeric
@attribute ccsb_average_price numeric

@data
0.79,0,0,0,0,0,0.14,0.14,-0.33,0.79
2.69,-0.69,0,0,0,0,-0.73,1.09,-0.62,2.69
0.43,0,-0.72,0,-0.69,-0.7,-0.16,-0.76,-0.73,0.48
0.35,-0.77,-0.78,0,0,0,0,0,-0.36,0.35
52.49,0.03,13.42,2.99,0,0,0,0,0,64.55
52.49,0.03,13.42,2.99,0,0,0,0,0,64.55
0.89,0,0,-0.7,0,-0.69,0,-0.7,-0.67,0.89
1.29,0,0,-0.77,0,-0.68,0,-0.61,-0.66,0.99
0.35,0,-0.77,0,0,0,-0.76,-0.17,-0.13,0.35
0.3,0,0,-0.72,0,0,0,0,-0.56,0.3
0.31,0,0,-0.86,0,-0.06,-0.28,-0.18,-0.76,0.36
0.3,0,-0.76,0,-0.09,-0.19,-0.84,-0.25,-0.77,1.14
0.35,0,0,0,0,0,-0.67,-0.17,-0.84,0.35
1.65,2.75,2.75,2.75,2.75,2.75,2.37,-0.28,0.16,0.44
0.49,0,0,-0.7,0,0,0.4,0.11,0.17,0.49
0.49,0,0,-0.7,0,0,0.4,0.11,0.17,0.49
15.88,0,0,-0.24,0.04,0.04,0,-0.09,-0.14,15.88
0.59,0,0,-0.42,0,0.13,0.13,0.13,-0.68,0.59
2.02,3.12,0.03,0.02,3.12,3.12,0.01,3.12,0,0.49
1.15,3.56,0.16,0.16,3.56,3.56,3.56,3.56,-0.53,0.25
1.61,2.83,0,-0.04,2.83,2.83,-0.05,2.29,-0.13,0.42
1.59,5.36,0,0.01,5.36,5.36,5.36,-0.24,-0.05,0.25
0.79,0,0,0,-0.34,0,0.14,-0.69,0,0.79
0.25,-0.8,-0.8,-0.78,-0.8,-0.8,0,0,0,0.25
0.35,-0.69,-0.69,0,0,-0.67,-0.67,-0.53,-0.71,0.35
0.32,0,0,0,0,0,-0.69,-0.88,-0.74,0.32
9.27,0,-0.01,-0.01,-0.91,-0.63,-0.55,-0.14,4.18,0.39
9.27,0,-0.01,-0.01,-0.91,-0.63,-0.55,-0.14,4.18,0.39
0.4,0,-0.71,-0.11,-0.13,-0.17,-0.34,-0.69,-0.75,1.45
0.35,0,0,0,-0.77,0,0,-0.83,-0.74,0.35
0.29,-0.79,0,-0.8,-0.78,-0.77,0,0,0,0.29
0.25,-0.82,0,-0.81,0,0,0,0,0,0.25
14.72,-0.02,-0.38,0.01,-0.03,-0.01,-0.02,-0.1,-0.09,15.09
8.48,0.57,0,0,0.57,-0.05,0.44,0.42,0.8,8.32
11.03,0,0,0,0,1.21,1.21,1.21,1.21,21.87
2.15,1.15,-0.05,-0.05,1.69,0,-0.17,-0.19,1.72,2.23
24.01,-0.24,0,-0.24,0.07,-0.64,-0.24,-0.45,-0.56,24.35
8.7,10,-0.3,-0.22,-0.23,-0.23,10,0.02,0.01,10.19
3.69,-0.68,0,-0.65,-0.67,0.12,0.12,0.06,-0.85,4.49
1.42,0,-0.01,0.07,0.09,0.04,-0.74,-0.49,-0.4,1.51
4.91,0.97,0.97,0.97,-0.04,0.97,-0.23,0,0,2.69
16.6,0.15,0.15,0.15,-0.01,0.04,0.04,-0.11,-0.25,12.99
0.35,0,0,0,0,-0.8,-0.73,-0.34,-0.72,0.35
0.33,0,0,0,0,0,-0.79,-0.76,-0.73,0.33
0.34,0,0,0,-0.79,-0.79,-0.76,-0.21,-0.78,0.34
7.2,0.02,0,0.03,0.25,0.08,-0.3,-0.04,-0.09,7.12
3.57,0.53,0.07,0.49,0.26,0.03,0.43,0.24,-0.07,3.3
3.38,1.35,0.14,0.1,1.35,1.35,1.5,0.12,0.36,2.79
4.57,1.3,1.3,0,1.3,1.3,2.54,0.31,0.58,1.99
4.57,1.3,1.3,0,1.3,1.3,2.54,0.31,0.58,1.99
0.32,0,0,-0.77,0,-0.82,-0.11,-0.86,-0.75,1.43
5.07,0,0,0.14,0.04,0.01,0.36,-0.02,0.32,3.17
5.07,0,0,0.14,0.04,0.01,0.36,-0.02,0.32,3.17
15.99,0,-0.01,-0.01,-0.01,-0.02,0.31,0.22,0.77,14.19
4.79,0.03,1.05,1.05,-0.02,0.72,-0.08,0.08,0.62,4.48
0.6,0,0.05,0.05,-0.05,-0.72,-0.1,-0.59,-0.74,0.53
0.55,0,0,0,0,0,0,-0.72,-0.68,0.55
0.49,0,-0.13,-0.13,0.4,0.4,0.4,-0.47,-0.78,0.49
5.38,0,-0.01,-0.02,14.37,14.37,14.37,14.37,14.37,5.29
0.25,0,0,-0.78,-0.77,-0.32,-0.78,-0.32,-0.87,0.25
0.25,0,0,0,0,0,-0.73,0,0,0.25
0.3,0,0,0,0,0,-0.88,-0.87,-0.76,0.3
63.36,0.19,0.19,0.18,0.1,2,5.98,1.87,0,62.69
63.36,0.19,0.19,0.18,0.1,2,5.98,1.87,0,62.69
0.89,-0.39,0,0,0,0,-0.4,0.13,-0.44,0.89
0.35,0,0,-0.7,-0.86,0,-0.81,-0.92,-0.82,0.35
1.9,2.88,0.01,0.9,1.53,0.9,0.9,0.02,0.13,0.49
2.29,-0.01,0.02,0.02,-0.05,0,-0.48,-0.46,0.04,2.17
0.25,0,-0.97,-0.97,-0.79,0,0,0,-0.96,1.77
0.35,0,-0.96,-0.96,0,0,0,-0.94,0,6.27
0.57,-0.76,0,0.1,-0.77,-0.77,-0.76,-0.73,-0.63,2.56
1.14,-0.6,-0.6,-0.6,0,0,-0.44,-0.19,-0.31,2.78
0.49,-0.84,-0.84,-0.84,0,-0.17,-0.51,-0.06,-0.29,3.15
0.49,-0.92,-0.92,-0.92,0,0,-0.73,0.17,-0.91,1.44
4.23,-0.02,-0.06,-0.09,-0.77,-0.76,-0.87,-0.92,-0.54,11.49
4.23,-0.02,-0.06,-0.09,-0.77,-0.76,-0.87,-0.92,-0.54,11.49
0.79,-0.71,0,-0.71,0,0.14,-0.73,-0.7,-0.68,0.79
0.94,-0.44,-0.44,0,0,-0.68,-0.96,0,-0.24,0.94
0.49,0,0,-0.14,-0.14,0,0.17,0,-0.25,0.49
3.38,0.89,0.07,0.89,0.89,0.89,0.89,0.38,0.26,1.79
315.6,0.67,0,0.67,0.67,0.67,0.58,-0.24,-0.34,190.49
5.39,0.35,-0.4,0.35,-0.41,-0.43,0.03,0.35,-0.28,3.99
7.19,0,0.36,0.04,0.36,0.47,0.47,0.47,0.49,7.38
2.12,0,-0.58,-0.58,0.01,0.02,-0.57,-0.58,-0.58,5.1
12.5,0,-0.73,-0.73,0,0,-0.52,-0.37,-0.75,45.76
0.69,0,0,0,-0.91,0,-0.88,0.41,-0.6,0.49
0.59,0,0,0,0.2,-0.76,0.51,-0.14,-0.64,0.59
1.29,-0.21,0,-0.47,-0.52,-0.53,0,0.12,-0.4,1.29
1.29,-0.21,0,-0.47,-0.52,-0.53,0,0.12,-0.4,1.29
33.44,5.63,0,0.51,0.49,0.52,0,0,0.61,33.44
4.26,0,0.7,0.7,0.18,1.25,0.7,1.24,-0.75,2.5
1.2,0,1.45,1.45,1.45,-0.68,1.45,0.1,-0.19,0.49
20.7,0,0,-0.12,-0.79,-0.71,-0.81,-0.81,11.18,37.4
20.7,0,0,-0.12,-0.79,-0.71,-0.81,-0.81,11.18,37.4
17.74,-0.28,0,-0.03,-0.11,-0.46,-0.52,-0.11,-0.46,28.1
1.7,2.47,2.47,2.47,0,2.47,-0.04,1.88,-0.17,0.39
1.62,2.31,2.31,1.75,-0.83,-0.82,-0.65,-0.1,-0.79,0.59
24.12,2.26,2.26,2.26,0.15,0.13,0.71,2.02,2.02,10.49
7.5,7.43,7.43,0.05,-0.03,0.01,0.01,0.21,0.31,7.7
2.52,3.58,0,3.58,-0.15,7.4,-0.15,7.4,5,0.4
21.28,0,0.01,0.02,-0.24,-0.32,-0.6,-0.53,-0.69,37.09
2.14,5.11,-0.7,-0.7,-0.71,-0.71,6.64,4.78,5.69,0.35
1.62,3.15,-0.69,-0.69,-0.69,0.27,2.31,-0.37,1.38,0.49
20.77,0.73,0.73,-0.13,0.07,0.36,0.6,-0.02,1.08,16.85
3.49,-0.22,-0.22,-0.24,0,-0.23,0,-0.36,-0.66,3.49
6.39,-0.63,-0.63,-0.63,0,-0.64,0,0.07,-0.81,6.39
109.99,-0.48,-0.48,-0.49,0,-0.16,0.01,-0.04,-0.5,109.99
0.49,0,-0.81,0,0,0,0.53,-0.7,-0.73,0.59
0.49,-0.78,-0.78,0.11,-0.84,0,-0.74,-0.69,-0.76,0.49
0.59,0,-0.85,-0.86,-0.92,-0.92,-0.91,-0.91,0.34,7.38
0.35,0,0,-0.89,-0.88,-0.87,-0.33,-0.87,-0.47,2.76
1.46,0,1.98,-0.01,1.12,-0.13,2.32,0.07,0.18,1.43
1.22,-0.64,-0.64,0,0,-0.62,-0.03,0.09,0.45,3.51
3.28,0,0,-0.81,0,0,0,-0.88,-0.53,13.6
4.99,0,-0.38,0,0,-0.46,0,0.25,-0.26,7.56
0.89,-0.53,0,-0.53,0,0,-0.56,-0.57,-0.68,1.85
0.4,-0.78,-0.76,-0.02,-0.09,-0.09,-0.09,-0.18,-0.72,1.8
0.89,0,0,0,0,0,-0.66,-0.64,-0.72,0.89
2.7,0,2.03,2.03,2.03,-0.03,4.51,0.24,0.12,2.63
1.77,0,0.07,0.04,0.05,0.04,0.09,-0.06,0,1.83
1.77,0,0.07,0.04,0.05,0.04,0.09,-0.06,0,1.83
0.33,0,-0.79,-0.8,0,-0.81,-0.13,-0.21,-0.75,0.33
0.47,0,-0.56,-0.56,0,-0.59,0,-0.02,-0.62,0.47
11.69,0,0.23,-0.05,-0.07,0.23,0.46,-0.03,-0.1,11.09
12.56,1.52,1.52,1.52,1.52,1.52,0.11,1.52,1.9,12.08
1.41,-0.04,-0.04,1.27,1.27,-0.02,1.27,-0.05,1.27,1.41
1.49,-0.33,-0.33,-0.33,0,-0.34,-0.35,-0.11,-0.29,2.23
2.49,8.96,0.12,8.96,8.96,8.96,8.96,0,0,2.56
3.05,0,3.42,-0.05,-0.06,3.42,-0.04,0.06,0.45,3.16
2.65,0,1.98,-0.11,2.15,2.15,1.82,1.68,-0.17,2.62
1.58,0,0,0.01,-0.01,-0.07,0.03,0.01,0.2,0.53
1.58,0,0,0.01,-0.01,-0.07,0.03,0.01,0.2,0.53
10.2,0.05,0.24,-0.05,0.24,-0.24,0,-0.49,-0.57,8.9
2.02,0.02,3.12,0.01,3.12,-0.02,4.18,0.15,0.04,0.49
0.29,0,-0.77,0,-0.77,0,0,0,0,1.27
4.64,0,0,0,-0.41,-0.46,0.29,-0.19,-0.63,4.64
1.34,3.79,0.04,3.79,3.79,-0.72,3.79,0.15,0.1,1.35
49.31,0.41,0.41,0.41,-0.05,0.28,0.23,0.02,-0.16,34.99
1.31,0,2.74,2.74,2.74,2.74,0.14,0.11,0.16,1.35
0.75,0,0,-0.46,0,0,0,0,0,0.69
0.35,0,0,0,-0.74,0,-0.69,-0.71,-0.72,0.35
0.3,0,0,0,-0.86,0,-0.12,-0.85,-0.76,0.3
10.19,-0.22,0,-0.05,-0.24,-0.32,0,-0.43,-0.32,13.3
0.89,-0.79,0,-0.77,0,-0.81,0.82,-0.67,-0.84,4
0.75,-0.52,0,-0.41,0,0,0,0,0,0.69
1.51,0,3.08,3.08,0.11,3.08,3.31,1.4,-0.1,1.45
1.4,0.01,2.89,2.89,-0.35,2.89,2.89,-0.39,2.41,1.58
15.39,7.79,0,-0.12,7.69,6.93,-0.44,-0.46,-0.6,13.56
15.39,7.79,0,-0.12,7.69,6.93,-0.44,-0.46,-0.6,13.56
4.29,0,0,0.13,-0.12,-0.12,0.02,0.02,-0.28,2.99
9.79,0,0,0,-0.11,-0.11,-0.12,-0.13,-0.18,9.19
0.61,0,0,0,0,0,-0.08,-0.08,-0.76,0.61
3.65,0.11,0.11,0.11,0.11,0.11,0.01,0.75,0.47,3.29
3.65,0.11,0.11,0.11,0.11,0.11,0.01,0.75,0.47,3.29
0.64,0,-0.89,0.08,0.08,0.08,0.31,-0.7,-0.71,0.64
1.7,0.01,3.47,3.47,-0.28,-0.28,3.25,-0.17,0.19,0.38
0.29,0,0,0,0,-0.78,0,-0.89,-0.83,0.29
0.25,0,0,0,-0.88,0,-0.85,-0.9,-0.8,0.25
0.23,0,0,0,-0.83,0,-0.32,-0.88,-0.81,0.23
2.33,1.62,0.68,0.68,-0.26,0.68,0.68,0.81,-0.68,0.89
3.93,1.55,-0.02,1.33,1.4,0.01,1.73,1.77,5.89,3.71
0.25,0,-0.81,0,0,0,-0.8,-0.24,-0.87,0.25
1.87,1.13,1.13,1.13,1.13,-0.03,0.87,1.37,0.19,2.03
5.49,0,0,0,0.13,0.13,0.06,-0.13,-0.06,13.84
0.35,0,0,0,0,0,0,-0.92,-0.74,1.24
16.99,0.03,0,0,0,0.07,0,0.13,0.23,14.58
2.12,-0.26,-0.26,-0.27,-0.27,-0.27,-0.27,-0.24,0.01,2.12
0.35,-0.79,-0.79,0,0,0,0,-0.76,-0.89,0.35
1.78,0,0,-0.37,0,-0.75,-0.33,1.25,1,2.58
1,0,-0.74,-0.74,0,-0.8,-0.75,-0.75,-0.8,4.25
2.49,-0.76,0,0,0,-0.78,0,-0.8,-0.79,2.49
0.49,0,0,-0.69,0,0,0,-0.8,-0.89,1.84
0.35,-0.68,-0.68,0,0,-0.69,0,0,-0.82,0.35
0.36,0,-0.81,-0.81,0,0,0,0,-0.75,1.12
0.47,0,0,-0.65,0,0,-0.59,-0.55,0.12,0.47
0.42,0,-0.76,0,0,-0.73,0.14,-0.75,-0.73,0.42
1.68,0,-0.23,-0.26,-0.26,-0.26,-0.33,0.54,0.15,2.25
0.33,-0.8,-0.13,-0.8,-0.13,-0.13,-0.8,-0.13,-0.21,0.33
1.24,2.88,-0.05,2.88,-0.05,2.88,0.11,2.26,2.26,0.32
0.57,0,0,-0.46,0,-0.47,0,0.04,0.06,0.97
0.32,-0.76,-0.76,0,0,0,0,0,-0.77,2.13
0.43,0,0,0,0,0,-0.04,-0.04,-0.68,0.43
0.35,0,0,0,-0.86,0,-0.91,-0.87,0,2.05
0.69,0,0,-0.64,-0.66,-0.65,-0.07,-0.47,-0.52,2.41
0.47,0,0,-0.71,-0.75,-0.74,-0.73,-0.2,-0.32,1.57
0.49,0,-0.73,0.26,-0.72,0,0.4,-0.74,-0.61,0.49
0.53,0.18,0.18,0.18,0,0,0,-0.65,-0.58,0.54
1.66,1.24,1.24,1.41,0.13,1.16,2.07,0.2,0.21,1.67
7.07,0.77,0.77,0.77,0.85,0.78,2.09,0.09,3.74,3.67
2.41,1.15,1.15,1.25,0.43,1.65,2.26,0.62,1.84,2.48
2.97,-0.3,-0.3,-0.04,-0.31,-0.33,-0.15,-0.3,-0.45,2.91
0.59,-0.62,-0.63,0,-0.63,0,-0.66,0.69,-0.27,0.59
1.14,-0.49,-0.49,0,-0.5,-0.5,-0.52,-0.24,-0.54,1.09
11.74,0.01,0.01,0,-0.04,-0.15,0,0.52,-0.05,10.39
0.49,-0.74,-0.76,0,-0.76,0,-0.77,-0.78,-0.75,0.49
0.69,-0.49,-0.49,0,-0.5,0.35,0.05,-0.53,0,1.32
0.62,0.05,0.05,0.05,-0.68,0.03,-0.67,-0.13,-0.76,0.44
0.5,0,-0.66,0,-0.67,-0.07,-0.12,-0.19,-0.19,0.53
1.06,-0.08,-0.74,-0.76,0,0.09,-0.03,-0.17,0.43,1.11
0.25,0,-0.78,-0.8,0,0,0,0,0,0.25
0.65,0,-0.02,-0.62,0,0.03,-0.49,-0.64,0,0.89
2.23,0,0,-0.48,-0.06,-0.06,0.25,0.12,-0.48,4.23
4.32,-0.34,0,0,-0.04,-0.04,-0.43,-0.04,-0.39,6.68
0.44,0,0.07,-0.8,-0.81,0,-0.82,-0.56,-0.82,2.37
0.25,0,0,-0.79,0,-0.8,-0.83,-0.78,0,1.23
1.06,-0.49,0,-0.48,-0.49,-0.48,-0.47,0.66,-0.35,2.01
0.35,0,0,0,-0.84,-0.82,0.25,-0.83,-0.82,0.35
2.14,-0.72,-0.76,0,-0.72,0.11,-0.09,-0.26,-0.69,1.89
2.09,-0.74,-0.73,0,-0.73,-0.03,0.08,-0.21,-0.82,2.19
32.99,-0.06,-0.07,0,-0.09,-0.06,0.1,1.06,0.16,32.99
0.25,0,-0.78,0,-0.78,0,0,0,0,0.25
17.55,0.91,0.91,0.91,-0.09,-0.15,0.45,-0.23,0.72,7.99
2.29,0,0,0,0,0,0.54,-0.34,-0.23,1.49
44.89,-0.16,0,0,0.04,-0.25,0.8,-0.34,-0.28,47.59
2.54,0,0,0,0,0,-0.22,0.01,-0.18,3.24
0.54,-0.65,0,-0.65,-0.08,0.1,0.54,0.29,-0.61,0.54
1.69,0,0,0,0.28,0.15,0.1,0.22,-0.48,0.94
17.89,0,0.16,-0.02,0.21,-0.02,-0.06,-0.2,-0.27,17.64
0.25,0,-0.8,-0.78,0,-0.76,0,-0.81,0,0.25
0.49,0,-0.66,-0.62,0.07,0.07,-0.61,0.09,-0.68,0.54
2.19,0,0,-0.25,-0.39,-0.26,-0.49,-0.56,-0.4,6.95
2.19,0,0,-0.25,-0.39,-0.26,-0.49,-0.56,-0.4,6.95
1.63,0,0,-0.43,0,0,-0.47,-0.39,-0.1,2.83
0.89,0,-0.72,-0.73,0,-0.73,0,0,-0.56,0.89
2.11,3.06,-0.01,3.06,-0.15,-0.06,-0.08,-0.03,0.6,0.52
1.67,0,0.01,4.57,4.57,4.57,4.57,4.57,-0.13,0.3
15.74,0,0,0,0,0,-0.04,-0.27,7.03,15.74
15.74,0,0,0,0,0,-0.04,-0.27,7.03,15.74
0.49,0.4,-0.69,-0.7,-0.71,-0.72,0.4,0,-0.77,1.69
1.71,0,0,-0.04,0,-0.36,-0.04,0.15,0.02,1.71
1.71,0,0,-0.04,0,-0.36,-0.04,0.15,0.02,1.71
3.78,0,1.74,-0.1,0.05,2.18,1.11,0.26,1,1.49
2.28,0,0,0,0.09,0,-0.01,0.09,0.24,2.29
2.28,0,0,0,0.09,0,-0.01,0.09,0.24,2.29
0.59,0,0,0,0,-0.14,-0.4,0,0,0.39
1.4,3,3,3,-0.04,3,0.13,2.18,-0.22,1.34
10.49,0,-0.1,-0.1,-0.05,-0.05,0,-0.12,-0.2,10.49
1,0,0,0,0,0,-0.42,-0.59,-0.65,0.69
1.26,2.82,2.82,2.32,-0.46,2,2.5,-0.47,0,0.32
12.17,0,-0.01,0.88,0.88,0.88,0.88,-0.03,-0.42,6.49
3.34,0,0,9.44,9.44,9.44,9.44,8.28,8.28,0.32
11.14,0,0,0,0,0,0,0,-0.02,11.14
2.29,0,0,0.08,0.03,0.03,0.15,0.15,0.11,4.73
0.49,0,0,0,0,0,0,-0.74,-0.81,1.76
0.89,0,0,0,0.09,0.09,0.25,0,1.02,1.71
0.59,0,0,0,0,0,0.2,0.2,0.4,2.19
0.42,0,0,0,0,0,0,-0.09,-0.74,0.35
0.64,0,0,-0.7,0,-0.72,-0.7,-0.72,-0.19,0.64
0.37,-0.8,-0.81,0,0,0,-0.67,-0.26,-0.79,1.24
0.33,-0.83,-0.83,0,0,0,-0.84,-0.11,-0.75,1.38
2.32,0,0,-0.43,0,-0.48,-0.5,-0.51,-0.59,1.49
2.29,0,0,-0.36,0,-0.39,-0.46,-0.23,-0.57,2.29
0.49,0,-0.66,0,0,0,0.26,-0.28,-0.78,1.46
3.79,-0.09,-0.09,-0.09,0.49,0.49,-0.02,-0.52,-0.61,0.89
0.54,0,-0.71,0,0,0,0.1,-0.04,0.06,0.49
0.31,0,0,0,-0.52,-0.24,-0.28,-0.82,-0.81,0.41
1.34,2.83,2.83,2.83,2.83,-0.31,-0.26,2.19,0.04,1.37
1.19,2.4,2.4,2.4,2.4,0.1,2.4,1.77,-0.32,1.36
0.49,0,0,0,-0.73,0,-0.17,-0.66,-0.67,0.44
1.3,4.2,4.2,-0.07,4.2,0,0,0,0,1.31
0.53,0,-0.76,0,-0.76,-0.02,0.1,-0.36,-0.66,0.54
0.33,0,-0.71,0,-0.84,0,-0.83,-0.13,-0.73,0.33
0.35,0,-0.79,0,-0.85,0,0,-0.17,-0.72,0.35
1.49,-0.03,3.66,3.66,3.66,3.66,0.26,3.14,0.17,1.54
5.74,0,0.29,0.29,0.56,0.56,-0.18,-0.41,3.48,5.52
5.74,0,0.29,0.29,0.56,0.56,-0.18,-0.41,3.48,5.52
9.99,-0.26,0,0,0,-0.4,-0.49,0,0,18.23
9.99,-0.26,0,0,0,-0.4,-0.49,0,0,18.23
10.89,-0.28,-0.09,-0.25,-0.23,0.09,-0.23,-0.19,-0.38,15.03
10.89,-0.28,-0.09,-0.25,-0.23,0.09,-0.23,-0.19,-0.38,15.03
42.93,1.39,0.35,1.39,-0.05,1.39,1.68,1.68,0.34,611.1
42.93,1.39,0.35,1.39,-0.05,1.39,1.68,1.68,0.34,611.1
41.16,0.79,0.79,0.79,-0.14,0.79,-0.23,0,0,22.99
50.09,0.21,0.21,0.19,-0.1,-0.25,-0.25,-0.41,-0.46,45.47
0.38,-0.74,0,-0.84,0,-0.86,0,0,-0.69,1.3
9.25,1.02,1.02,1.02,1.02,1.02,0.57,0.25,0.03,8.97
2.79,0,-0.52,0,-0.54,-0.55,0,-0.29,-0.55,2.79
2.49,0,0,0,-0.17,0,0,0,0.1,2.49
0.33,-0.73,-0.72,-0.11,-0.86,-0.83,-0.9,-0.85,-0.74,0.33
1.44,-0.03,2.89,-0.01,2.89,2.43,1.82,0.44,0.09,1.5
1.43,-0.01,4.72,4.72,4.72,4.72,0.04,0.08,0.25,1.42
0.3,0,-0.83,0,0,0,-0.83,-0.38,-0.78,0.3
3.39,0,-0.22,0,0,0,-0.29,-0.31,-0.42,2.09
0.79,0,0,-0.64,0,0,0.13,-0.57,-0.64,2.02
0.71,0,-0.71,0,-0.67,-0.04,-0.77,-0.7,-0.86,0.67
0.89,0,0.13,0.13,0.17,0.13,-0.01,-0.63,-0.54,3.72
0.9,0,0,0,-0.55,0.05,0.15,0.08,-0.58,5.2
1.42,0,0,1.06,1.06,1.06,1.06,-0.64,-0.38,3.59
3.53,0,0.18,0.22,0.78,-0.26,-0.31,-0.22,-0.22,3.29
0.49,0,-0.68,0,0,0.26,0,-0.21,-0.67,0.49
1,0,0,-0.62,0.04,-0.63,-0.62,0.12,-0.7,1
101.99,0,0,-0.05,-0.02,-0.02,-0.05,-0.17,-0.31,81.99
101.99,0,0,-0.05,-0.02,-0.02,-0.05,-0.17,-0.31,81.99
2.27,3.63,3.63,3.63,-0.01,3.37,0.14,-0.01,0.43,2.25
12.83,0,8.95,0.16,0.11,0.03,8.95,8.95,0.67,1.29
3.08,0,0.08,-0.01,-0.1,0.08,-0.06,-0.33,0.13,3.19
6.16,0,0.63,0.04,-0.12,0.63,-0.24,1.48,0.48,3.79
3.48,0.26,2.52,0.26,0.31,0.12,0.53,2.91,0.63,0.99
0.25,0,0,0,0,0,0,-0.72,0,0.25
0.86,0,0,1.87,1.87,1.87,-0.29,-0.25,-0.58,0.3
0.35,0,-0.7,0,0,0,0,-0.81,-0.71,0.35
0.3,-0.81,-0.82,0,-0.82,-0.82,0,0,-0.76,0.3
2.04,2.92,0,0.02,0.01,2.92,3.86,0.04,0.62,2.25
5.13,-0.17,-0.24,-0.18,-0.13,-0.1,-0.07,-0.02,-0.04,4.99
0.25,0,-0.84,-0.83,0,0,0,0,-0.8,1.68
1.27,2.85,2.85,2.85,-0.37,2.85,2.85,0.1,0.02,0.33
1.2,2.43,2.43,2.43,-0.17,2.43,-0.16,1.86,-0.09,0.35
1.2,2.43,2.43,2.43,-0.11,2.43,-0.26,1.73,-0.07,1.15
0.35,0,-0.75,0,-0.77,0,0,-0.85,-0.83,0.35
0.23,0,-0.86,0,-0.89,0,0,-0.91,-0.81,1.62
0.38,-0.77,0,0,-0.79,-0.78,0.15,-0.46,-0.74,0.4
0.44,-0.63,0,-0.63,0,-0.64,0,-0.68,-0.67,0.44
7.81,0,0,0,0.1,-0.05,-0.07,-0.16,-0.83,7.81
3.19,0,0,0,0.23,0.42,0.1,0.12,0.95,3.19
3.19,0,0,0,0.23,0.42,0.1,0.12,0.95,3.19
1.99,0,0.03,6.96,6.96,6.96,6.96,6.96,-0.82,0.25
2.75,1.31,1.31,0.9,0.2,0.9,-0.07,0.71,-0.02,2.37
2.5,3.03,3.03,3.03,0.02,3.03,3.17,2.62,-0.17,0.62
1.84,2.61,3,3,-0.02,2.83,-0.02,1.79,-0.17,0.51
2.9,4.92,4.92,4.92,0.01,3.92,-0.11,3.2,-0.22,0.49
43.51,2.53,2.53,2.53,2.54,2.54,-0.29,1.43,-0.28,43.47
4.06,5.86,5.86,5.86,0.01,9.38,0.01,0.75,-0.16,3.83
0.48,-0.02,-0.02,-0.92,-0.02,-0.02,-0.94,-0.97,-0.74,0.48
2.29,0,-0.18,0,0,0,-0.1,-0.73,-0.12,2.78
0.35,0,0,0,0,-0.99,0,0,0,23.81
0.42,0,-0.67,-0.67,0,0,-0.67,0,-0.05,1.28
0.42,0,-0.67,-0.67,0,0,-0.67,0,-0.05,1.28
0.99,0,0,0,-0.98,-0.98,0,-0.94,0,0.99
0.33,0,-0.48,-0.48,-0.48,-0.49,0,-0.2,-0.2,0.33
8.19,-0.01,-0.01,20,15.71,15.71,22.4,0.44,0.44,8.05
0.38,-0.76,0,-0.66,-0.58,0,0,-0.64,-0.69,1.33
1.55,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.25
3.41,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1.29,3.45
1.51,3.58,3.58,3.58,-0.02,-0.04,3.58,3.58,3.58,0.33
0.25,0,0,0,-0.97,0,0,0,0,0.25
1.11,2.58,-0.03,2.58,2.58,-0.51,-0.54,-0.63,-0.14,0.31
0.3,0,0,0,0,0,0,0,-0.76,0.3
0.79,-0.47,-0.48,-0.48,0,0,-0.93,2.16,-0.52,10.38
1.09,-0.88,-0.88,0.1,0.1,0.1,-0.7,0.58,-0.63,7
1.94,3.62,3.62,3.62,0.63,3.62,3.62,3.41,0.48,0.43
0.35,0,0,0,0,0,0,-0.94,-0.74,0.35
1.67,-0.02,2.27,0.46,0.39,0.33,0.19,0.36,0.35,1.45
1.79,0,0,-0.77,-0.78,0,-0.77,-0.8,-0.55,4.76
0.33,-0.7,-0.7,0,0,0,-0.72,-0.13,-0.74,0.33
2.48,7,7,7,1.02,7,6.09,5.7,0.89,0.31
0.38,-0.85,-0.85,0,0,0,-0.64,-0.07,-0.71,0.38
0.25,0,0,0,0,0,-0.24,-0.86,-0.79,0.25
0.89,0,0,-0.89,-0.31,-0.31,-0.89,-0.31,-0.55,1.29
9.49,0,0,0,0,-0.45,0,-0.57,-0.17,9.49
1.59,0,0,0,0,-0.77,0.07,0.07,0.34,1.59
0.49,0,0,0,0,0,0,0.4,-0.95,0.49
3.99,0,0,0,0,-0.07,-0.07,0,-0.43,3.99
0.63,0,0,0,-0.07,-0.6,-0.64,-0.1,-0.49,0.57
0.25,-0.82,-0.81,-0.81,0,-0.8,-0.8,0,-0.95,0.25
0.46,0,0,0,-0.02,0.05,-0.02,-0.06,-0.65,0.45
0.42,0,-0.79,-0.78,0,0,-0.76,0,-0.81,0.42
0.54,0,0,0,0,0,-0.54,-0.08,-0.59,0.43
0.65,-0.69,-0.7,-0.68,-0.16,-0.16,-0.67,-0.68,-0.56,0.46
25.49,0,0,-0.06,-0.15,-0.15,0,0,0,29.99
